,apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature,malware
5009,bg.androidapps,5,0,1,0,0,3,12,3,4,2,0,False
5010,com.funny.byzm.zhian,2,0,1,1,0,3,0,0,12,1,0,True
5011,addy.apps,2,0,0,0,0,1,12,4,3,3,0,False
5012,com.android.syscore,61,1,28,113,0,92,0,9,58,9,2,True
5013,com.DIYPaperQuilling.Modernapp,3,0,0,0,0,1,8,2,2,2,0,False
5014,appinventor.ai_plados,1,0,0,0,0,1,30,8,3,3,0,False
5015,com.hntuanle.shop,7,0,0,0,0,2,0,2,7,0,0,True
5016,aeman.gffen.pkfhp.epbnk.ahhcc,7,0,3,3,3,9,3,11,31,10,0,True
5017,com.example.adultvictoria42D5F5AE48C134A32DC741AA6A7E1B52B7340A87,7,0,10,5,1,18,1,7,36,10,0,True
5018,appinventor.ai_fpn542.RotateForFun_Samuel_Legros,1,0,0,0,0,1,28,7,4,4,0,False
5019,com.example.dzsjga7162C0600DD4D08D9369FBA7E3FDE92130C43C58,1,0,0,0,0,1,2,6,8,3,0,True
5020,com.android.iasdn1,4,0,3,1,0,9,0,0,19,0,0,True
5021,com.ccportdusk.android,5,0,2,0,1,3,4,7,8,5,1,False
5022,FZpseQ.QjCIS.SjrgAFP,11,0,3,9,0,25,0,0,83,0,0,True
5023,allcanadiannews,2,0,0,0,0,1,11,4,2,2,0,False
5024,com,3,0,0,0,0,1,9,3,2,2,0,False
5025,com.huangxj.wifi,5,0,0,2,0,1,0,6,10,4,0,True
5026,com.binarybutterfly,4,0,0,0,0,1,10,3,2,2,0,False
5027,cn,48,0,0,0,2,2,0,8,15,7,0,False
5028,com.antfactoryapps,23,0,1,2,0,3,3,6,11,4,0,False
5029,com.cangshutun,2,2,1,1,0,10,4,9,18,9,2,False
5030,ch.smalltech.lszccxnvumjkjy,9,0,1,1,0,2,3,5,12,4,3,True
5031,air.avmgames.AdobeHouseEscape,2,0,0,0,0,1,2,3,5,3,0,False
5032,com.armasistem,1,0,0,0,0,1,5,3,2,1,0,False
5033,appinventor.ai_HVEeghen.LaBotoneraNordelta,1,0,0,0,0,1,28,8,4,4,0,True
5034,com.beastudio.sflashlight,2,0,2,1,0,5,0,6,22,7,0,True
5035,com.example.com.yuneach.cyclopedia,2,0,1,0,0,3,7,7,6,3,0,True
5036,com.amazingfacts,4,0,0,0,0,1,3,4,3,3,0,False
5037,com.camelgames,2,0,0,0,0,1,2,2,3,0,0,False
5038,com.bottlerecycleproject.KingUps,3,0,0,0,0,1,4,2,2,2,0,True
5039,com.educaapps.itil,2,0,0,0,0,1,8,2,2,2,0,True
5040,com.photorecoveryshop.video8089985C60AC12A080AD418E704723410ADCC9E4,6,1,1,0,0,2,2,6,9,2,0,True
5041,air,2,0,0,0,0,1,0,2,8,3,0,False
5042,com.GelNailPolish.ardhoapp,3,0,0,0,0,1,4,2,2,2,0,True
5043,com.hd.android4D2E42B9617ED9505F8FD22395397EAA88990578,4,0,1,8,0,3,0,1,22,0,0,True
5044,com.designarchitectbridge.UrduApps,3,0,0,0,0,1,4,2,2,2,0,True
5045,com.k1jac.Ba.flashlight,3,0,2,2,0,4,0,1,13,0,2,True
5046,com.appmk.book,7,0,0,0,0,3,0,2,8,3,0,False
5047,com.dgl.ap.wnsdt,12,1,2,4,0,3,0,2,7,0,0,True
5048,appybuilder.ai_adityasharma2117.ISI,8,0,0,0,0,1,37,12,5,4,0,False
5049,binocular.cemlo.com.binoculars,5,0,2,0,0,8,12,5,6,6,2,False
5050,air.SOTQCOut,1,0,0,0,0,1,0,1,7,0,0,False
5051,appinventor.ai_changira1957,3,0,0,0,0,1,24,8,3,3,0,False
5052,com.flikie.wallpapers.galwet,7,1,4,3,0,16,0,3,19,7,0,True
5053,com.KosakataBahasaArab.bigbang,2,0,0,0,0,1,10,3,2,2,0,False
5054,com.atelier,1,0,0,0,0,1,0,0,4,0,0,False
5055,com.maj.tmac,9,0,0,2,1,2,7,7,15,5,0,True
5056,cn.mixiaoxiao.myappscreenmask,15,0,1,4,0,3,0,6,22,3,2,True
5057,appinventor.ai_hicham_jebara.thermo,3,0,0,0,0,1,27,7,8,4,0,True
5058,com.clollo,6,0,0,0,0,1,9,2,3,3,0,False
5059,com.gameloft.android.ANMP.GloftFSKG.MLmjh,5,0,1,1,0,2,1,7,15,7,0,True
5060,com.bluegolf.android,2,0,0,0,0,2,12,6,4,0,0,False
5061,au.com.etax.mobileapp,3,0,1,0,0,3,2,5,8,4,0,False
5062,appinventor.ai_opang_nova.Kumpulan_Lagu_Trio_Macan,4,0,0,0,0,1,34,9,4,4,0,True
5063,com.dongenganak,3,0,0,0,0,1,5,2,2,2,0,False
5064,com.myvd.show,2,0,1,1,0,2,1,9,7,3,0,True
5065,appinventor.ai_oriondido01.UneKonsultohem,1,0,0,0,0,1,30,7,3,3,0,True
5066,com.rockmobile.android.elisncat,11,0,1,2,0,3,6,2,9,1,0,True
5067,com.battle,3,0,0,0,0,1,5,4,3,3,0,False
5068,com.bestembroiderytutorials,3,0,0,0,0,1,8,2,2,2,0,False
5069,br.com.receitatodahora,2,0,1,3,0,3,3,4,7,4,0,False
5070,com.Free.Musicplayer,20,0,7,1,0,9,2,2,5,4,0,False
5071,com.luckstudio.healthwoman,2,0,0,1,0,1,0,2,16,0,0,True
5072,com.arisharya,3,0,0,0,0,1,12,5,3,3,0,False
5073,com.KumpulanSunnahRassul.KVMApps,3,0,0,0,0,1,8,2,2,2,0,True
5074,com.elsw.soft.record,17,0,2,2,1,18,2,8,31,10,2,True
5075,com.aiyouzhe,22,0,1,3,0,1,0,1,12,0,0,False
5076,com.geekyouup.android.usfjgukfjgj,3,0,1,2,0,2,2,4,9,3,1,True
5077,com.camelgames.blowadsf,4,0,1,1,1,2,2,2,8,0,0,True
5078,com.CoupleShirtDesign.sipipit,3,0,0,0,0,1,8,2,2,2,0,True
5079,angel.telebrandpak,1,0,0,0,0,1,12,3,1,0,0,False
5080,com.iyxhkiki.bpgfqe,15,0,0,5,0,6,0,3,14,4,0,True
5081,com.hyrb.djsi,2,0,3,1,0,14,0,0,30,0,0,True
5082,app.sixB834826EA3D824BB7FAA1D9196DCF7315099E9AE,3,0,2,1,0,7,0,9,14,6,0,True
5083,com.gucdxj.calendar,31,0,7,3,0,6,0,1,14,0,0,True
5084,com.lipstickcolors.Buldroids,3,0,0,0,0,1,4,2,2,2,0,True
5085,com.goyal.iti,1,0,0,0,0,1,0,0,7,0,0,True
5086,com.appbasic,3,0,0,0,1,1,3,5,10,4,0,False
5087,appinventor.ai_jeanyen,1,0,0,0,0,1,26,7,9,4,0,False
5088,blue.and.gold.rose.luxury.typany.u8000000505,5,0,2,0,0,4,10,7,9,4,0,False
5089,com.eryrry.dfsd.fwdfet,10,0,0,5,0,2,0,6,12,3,2,True
5090,com.cyw,5,0,0,2,0,1,0,1,11,0,0,True
5091,air.Timber_Lorry_Parking,3,1,1,1,0,4,1,4,5,3,0,False
5092,com.admobiledev,5,0,0,0,0,1,10,4,3,2,0,False
5093,com.alza,1,0,0,0,0,1,0,1,5,1,0,False
5094,com.aem,6,0,0,0,0,4,7,5,10,5,0,False
5095,co.wallpaper.en.google.Funny.bulb.Live,7,0,0,1,0,2,13,6,13,4,0,False
5096,bcjlvsy.twkzcj.jxcugudf.iymuzc,22,0,1,1,0,2,0,0,22,0,0,True
5097,com.adnfxmobile.discovery.capricorn,11,1,6,8,0,10,1,2,13,3,0,False
5098,com.band.cardi,4,0,0,0,0,1,8,3,2,2,0,True
5099,com.chargedmarketing.beautysalonsnearme,1,0,0,0,0,1,0,0,7,0,0,True
5100,appinventor.ai_epspasteur.tennisdetableEPS,6,0,0,0,0,1,30,7,4,3,0,False
5101,com.MDapp.SmartRuler,9,0,1,2,0,2,0,1,20,0,2,True
5102,com.ravers.blackburn,1,1,4,5,0,6,0,3,9,3,0,True
5103,appinventor.ai_najih94izzan.JESSGLYNNE,3,0,0,0,0,1,35,8,4,4,0,True
5104,com.MensShoeDesign.delisa,3,0,0,0,0,1,8,2,2,2,0,True
5105,app.jlk.mt7,12,0,2,1,0,8,0,3,4,0,0,False
5106,com.bukuoryzaee.indigolovestory,3,0,0,0,0,1,20,6,2,2,0,True
5107,aqa.zero,1,0,0,0,0,1,6,4,0,0,1,False
5108,com.moon.hao2.ertong31,3,1,0,0,0,1,0,1,11,0,0,True
5109,com.andromeda,7,0,0,0,0,1,12,5,3,0,0,False
5110,biz.rgmnpij.ihpjvk,1,0,1,1,0,2,0,0,9,0,0,False
5111,com.basicelectricalwiring,3,0,0,0,0,1,8,2,2,2,0,False
5112,com.caom,10,0,4,4,0,5,8,8,8,6,0,False
5113,com.main.base.hp,21,0,8,16,0,27,0,0,48,0,0,True
5114,com.agenttapp,2,0,1,0,0,2,0,0,3,1,0,False
5115,com.KumpulanPuisiCinta.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0,False
5116,com.bihsnow,2,0,0,1,0,2,3,4,4,1,1,False
5117,com.achanie.hamad.song.ahelal.insurance,3,0,0,0,1,1,11,3,2,2,0,False
5118,at.gv,8,0,0,0,0,2,19,6,4,2,1,False
5119,com.rajourinewsline.www,1,0,0,0,0,1,0,0,7,0,0,True
5120,com.adlerserver.onetracker,3,0,0,0,0,1,7,2,7,2,1,False
5121,com.ltc.girly.lock.screens,8,0,1,1,0,2,19,8,11,9,0,True
5122,com.arabiccalligraphydesign.Viopesapp,3,0,0,0,0,1,4,2,2,2,0,True
5123,com.asus.lpaper.sdayscene,6,0,4,5,0,3,0,3,9,1,2,True
5124,com.adhoc,5,0,1,1,1,4,3,3,13,5,0,False
5125,com.edwardkimcood.android.screenshotitfull,10,0,4,2,0,6,3,7,15,6,0,True
5126,com.cdac,10,0,0,0,0,1,0,5,2,1,0,False
5127,com.fouraen.quitil,5,0,0,0,0,1,27,6,3,3,0,True
5128,com.gucdxjstopwathch,6,0,0,2,0,2,0,6,10,3,0,True
5129,com.radioretenloquetienes.audiostreaminghd,1,0,0,0,0,1,0,0,6,0,0,True
5130,com.iudesk.android.newminisevenqi.tupianbianji,20,1,1,4,0,7,0,4,13,3,1,True
5131,com.newminizysevenqi.fajiukij814778916FCA5F28B9F6823A668AE3E8975FC0D8,7,0,6,6,0,2,0,6,13,4,0,True
5132,com.appbuilder,58,0,2,4,1,7,2,7,13,6,0,False
5133,cn.com.sina,21,0,1,1,1,3,0,6,9,4,0,False
5134,com.lfefl.dagtrgge,8,1,4,2,0,4,0,2,10,0,0,True
5135,com.example.adultvictoria0801C824900ADC06929822C65A61FF73C252AD81,2,0,5,4,1,13,5,9,36,10,0,True
5136,com.example.dzsjga93CDF69732F0FC58933622A69E20D1B1DEB1292A,1,0,0,0,0,1,2,6,8,3,0,True
5137,aimoxiu.theme.mx02dde22140fe81e93284dbe8304c1a84,1,0,0,0,0,1,0,5,8,4,0,False
5138,com.glukin.floatingflower,2,0,3,7,1,10,23,5,5,2,3,True
5139,com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0,False
5140,com.andromo.dev384657,13,1,1,3,0,3,1,3,7,3,1,False
5141,com.fieryfire.livewallpaper.fieryground,6,0,1,2,1,6,11,6,7,4,1,True
5142,com.andromo.dev361595,3,1,0,1,0,1,5,3,2,1,1,False
5143,com.I2Investments.I2,1,0,0,0,0,1,0,0,1,0,0,True
5144,com.TipsMenghadapiCowokLebay.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0,True
5145,app.runaandrodev,3,0,0,0,0,1,10,3,2,2,0,False
5146,com.appsilo,2,0,0,0,0,1,6,2,2,2,0,False
5147,com.ishow.djldts33,6,0,1,1,1,3,3,9,15,7,1,True
5148,com.apofiss,3,0,0,1,0,2,9,4,3,2,1,False
5149,com.bar,4,0,0,0,0,1,8,3,2,2,0,False
5150,co.inget,1,0,0,0,0,1,7,2,2,1,0,False
5151,com.betterdict,6,0,0,0,0,1,14,7,7,5,0,False
5152,com.acevoice.UlisesBuenoMusica,5,0,0,0,0,1,5,3,2,2,1,False
5153,com.appybuilder.arasah308,3,0,0,0,0,1,39,11,4,4,0,False
5154,com.bwlb.xia5,5,0,1,0,2,4,4,6,12,6,0,True
5155,cggk.bitballoon.com,2,0,1,1,0,1,13,10,5,3,0,False
5156,au.com.Qkradio,5,0,0,0,0,1,3,2,3,1,0,False
5157,analisissismico.xtian.com.analisissismico,4,0,0,0,0,1,9,4,2,2,0,False
5158,com.dodo.wbvfslnalarm,2,0,3,2,1,13,4,9,15,6,0,True
5159,com.mdnsoft.ussddualwidget,6,2,3,4,0,9,1,6,15,5,1,True
5160,com.db,1,0,0,0,0,1,0,1,4,1,0,False
5161,com.phott.graphh,4,0,0,0,0,1,8,3,2,2,0,True
5162,am.android.gpssatelliteviewer,6,1,1,4,0,1,0,3,5,0,0,True
5163,com.betterdict.tinyjavi,7,0,0,0,0,1,16,7,8,5,0,True
5164,com.catyum.proalbumsearch,9,0,0,0,0,2,13,6,4,3,0,False
5165,com.bestwallpaperscollection,9,0,4,3,0,5,7,8,14,6,0,False
5166,aimoxiu.theme.mxde68df374cfcd392dd38932167a56b4b,1,0,0,0,0,1,0,5,8,4,0,False
5167,com.bangka.resep,2,0,0,0,0,1,7,2,5,3,0,True
5168,com.lkkl.xtjiajia0013215.video,7,0,1,2,4,9,10,10,13,8,0,True
5169,antoniocerrone,4,0,1,1,1,3,5,5,11,5,0,False
5170,com.pravasiwelfare.keralaindex,1,1,4,5,0,6,2,3,5,2,0,True
5171,com.KoleksiCleopatraStratanMp3.YessyAP,3,0,0,0,0,1,8,2,2,2,0,True
5172,com.ismole.game.gaoerfunewni,4,0,1,1,0,4,4,4,9,1,0,True
5173,cn.pandaboo.app,9,0,0,0,0,2,0,6,17,3,0,False
5174,appinventor.ai_frrfba90.PokerTimer,1,0,0,0,0,1,28,7,4,4,0,True
5175,com.qiaoshougong.xiehoafscy,13,0,0,0,0,1,0,2,5,0,0,True
5176,appinventor.ai_lleidactiva.Electroradio,9,0,0,0,0,1,26,8,8,5,0,True
5177,com.criketapp.dice,3,0,1,2,0,2,0,2,8,0,0,True
5178,com.botopink,4,0,0,0,0,1,18,5,2,2,0,False
5179,com.ppstudio.videodownload.main,7,0,0,1,2,8,2,8,15,5,0,True
5180,com.kingsoft.voaeng,13,0,1,1,1,1,3,6,12,6,0,True
5181,com.appspot.sohguanh,11,0,0,0,0,1,13,4,5,3,0,False
5182,bubei.mouxcvskyunmjh,2,0,1,1,0,2,2,1,9,0,0,False
5183,com.fingerprint.unlocksa,16,0,2,2,1,6,1,3,12,4,0,True
5184,com.a20081921805361bd9a746027a,7,0,0,0,0,1,16,7,7,5,2,False
5185,com.lizhigushiB3F68D6290755D7C3A12EC177633B4A82B38E2DC,4,0,0,1,0,1,0,2,9,0,0,True
5186,com.gnomeoolsehoothoockiksu.brightscreenprank,4,0,3,3,0,6,2,6,10,5,0,True
5187,com.binocular,4,0,0,1,0,2,14,9,6,3,0,False
5188,com.DesignWomensPants,3,0,0,0,0,1,8,2,2,2,0,False
5189,com.eworld7.varvadhu,1,0,0,0,0,1,0,1,6,1,0,True
5190,com.cam,4,0,0,0,0,1,8,3,2,2,0,False
5191,app.hex.axisroomssupplier,7,0,0,0,0,1,6,8,3,1,0,False
5192,com.biology.higherbiologyquiz2,14,0,7,3,0,3,14,7,5,4,0,True
5193,com.androidemu.xianjian56E65EB13829E92C432D954C93ABC15FF317C5DE,10,0,1,1,0,4,0,2,16,3,0,True
5194,com.MugDesign.hamstudio,3,0,0,0,0,1,8,2,2,2,0,True
5195,com.bmailqy,1,0,0,1,1,2,2,8,11,5,0,False
5196,com.chatolicsongs,3,0,0,0,0,1,8,2,2,2,0,False
5197,app.wapps,8,0,0,0,0,1,12,3,3,3,0,False
5198,com.appooka.thinkingbiggettingrich,3,0,0,0,0,1,4,3,2,2,1,False
5199,com.adiwebtech,1,0,0,1,0,1,1,1,5,0,0,False
5200,com.reawake.game.llpoker,4,0,0,2,1,1,2,6,11,6,0,True
5201,com.ajyaguru.jiangzixunbao,35,0,1,0,0,3,0,1,8,0,0,True
5202,app.exiliumoc.com.zgzchat,25,0,0,0,0,4,12,3,1,0,0,False
5203,com.d3v3lop3r.sup3r.m.i,2,0,0,0,0,1,14,2,0,0,0,False
5204,com.dineshreddy.statusE61D5E3A0B01F8486BFD7B60FAFFC9D0E89D173B,79,0,1,1,2,73,12,7,8,5,0,True
5205,app.android.ninestoreAA9023E48C24BEEDDDBD8E2138C191CA6F4807E7,45,2,6,15,4,38,2,8,38,11,0,False
5206,com.automotiontv,3,0,5,2,0,5,0,3,7,4,3,False
5207,cn.kofsoft.activity,4,1,4,4,0,25,0,6,27,3,2,True
5208,com.mmmooo.Bacterifksf,8,0,1,1,0,2,0,1,7,0,0,True
5209,com.building.block,10,0,3,3,1,5,2,8,12,6,0,False
